product_name,product_category,flow_id_supplier,flow_id_internal,flow_id_customer,order_value
DAIRY Butter Bag 383,Butter,42007313_0241,0241_0001,0001_F001006368,75582.599
DAIRY Butter Bag 383,Butter,42007313_0241,0241_0001,0001_F001006368,75582.599
DAIRY Butter Bag 383,Butter,42007313_0241,0241_0001,0001_F001006368,75582.599
DAIRY Butter Pod 11,Butter,42003359_0241,0241_0001,0001_F001006368,52668.909
DAIRY Butter Pod 11,Butter,42003359_0241,0241_0001,0001_F001006368,28875.49835
DAIRY Butter Pod 12,Butter,42003359_0241,0241_0001,0001_F001006368,89527.14728
BEVERAGES Sparkling Water Tub 6,Sparkling Water,Z10180_0241,0241_0001,0001_F001006368,133668.394
BEVERAGES Sparkling Water Tub 6,Sparkling Water,Z10180_0241,0241_0001,0001_F001006368,167085.4925
BEVERAGES Sparkling Water Tub 6,Sparkling Water,Z10180_0241,0241_0001,0001_F001006368,133668.394
CONDIMENTS Olive Oil Bag 985,Olive Oil,Z10198_0241,0241_0001,0001_F001006368,86167.438
CONDIMENTS Olive Oil Bag 985,Olive Oil,Z10198_0241,0241_0001,0001_F001006368,118480.2273
CONDIMENTS Olive Oil Bag 985,Olive Oil,Z10198_0241,0241_0001,0001_F001006368,86167.438
FROZEN Ice Cream Tub 168,Ice Cream,42001538_0241,0241_0001,0001_F001006368,1020263.981
FROZEN Ice Cream Tub 168,Ice Cream,42001538_0241,0241_0001,0001_F001006368,1802466.367
FROZEN Ice Cream Tub 168,Ice Cream,42001538_0241,0241_0001,0001_F001006368,2176563.16
DAIRY Butter Carton Box 2,Butter,42009304_0247,0247_0001,0001_F001006368,41494.67854
DAIRY Butter Carton Box 2,Butter,42009304_0247,0247_0001,0001_F001006368,239428.4472
DAIRY Butter Carton Box 2,Butter,42009304_0247,0247_0001,0001_F001006368,226334.6102
SNACKS Chips Bag 149,Chips,42007313_0247,0247_0001,0001_F001006368,577754.514
SNACKS Chips Bag 149,Chips,42007313_0247,0247_0001,0001_F001006368,599152.8293
SNACKS Chips Bag 149,Chips,42007313_0247,0247_0001,0001_F001006368,534957.8833
SNACKS Chips Bag 258,Chips,Z3631_0247,0247_0001,0001_F001006368,218872.0184
SNACKS Chips Bag 258,Chips,Z3631_0247,0247_0001,0001_F001006368,1013296.381
SNACKS Chips Bag 258,Chips,Z3631_0247,0247_0001,0001_F001006368,364786.6973
PERSONAL CARE Toothpaste Carton Box 4,Toothpaste,42001117_0247,0247_0001,0001_F001006368,98894.48934
PERSONAL CARE Toothpaste Carton Box 4,Toothpaste,42001117_0247,0247_0001,0001_F001006368,217567.8765
PERSONAL CARE Toothpaste Carton Box 4,Toothpaste,42001117_0247,0247_0001,0001_F001006368,132634.9622
HOUSEHOLD Surface Cleaners Bag 4,Surface Cleaners,Z10685_0247,0247_0001,0001_F001006368,343822.4486
HOUSEHOLD Surface Cleaners Bag 4,Surface Cleaners,Z10685_0247,0247_0001,0001_F001006368,491174.9266
HOUSEHOLD Surface Cleaners Bag 4,Surface Cleaners,Z10685_0247,0247_0001,0001_F001006368,343822.4486
CONDIMENTS Olive Oil Carton Box 133,Olive Oil,42005369_0247,0247_0001,0001_F001006368,111822.9076
CONDIMENTS Olive Oil Carton Box 133,Olive Oil,42005369_0247,0247_0001,0001_F001006368,372743.0252
CONDIMENTS Olive Oil Carton Box 133,Olive Oil,42005369_0247,0247_0001,0001_F001006368,260920.1176
DAIRY Butter Carton Box 170,Butter,Z4171_0247,0247_0001,0001_F001006368,80215.04911
DAIRY Butter Carton Box 170,Butter,Z4171_0247,0247_0001,0001_F001006368,133691.7485
DAIRY Butter Carton Box 170,Butter,Z4171_0247,0247_0001,0001_F001006368,53476.69941
SNACKS Chips Bag 129,Chips,42008902_0009,0009_0001,0001_F001006370,375730.3046
SNACKS Chips Bag 129,Chips,42008902_0009,0009_0001,0001_F001006370,375730.3046
SNACKS Chips Bag 129,Chips,42008902_0009,0009_0001,0001_F001006370,563595.4569
FROZEN Frozen Pizza Bag 22,Frozen Pizza,42007245_0009,0009_0001,0001_F001006370,189009.5859
FROZEN Frozen Pizza Bag 22,Frozen Pizza,42007245_0009,0009_0001,0001_F001006370,283514.3788
FROZEN Frozen Pizza Bag 22,Frozen Pizza,42007245_0009,0009_0001,0001_F001006370,283514.3788
HOUSEHOLD Surface Cleaners Stick 839,Surface Cleaners,42001060_0026,0026_0001,0001_F001006370,188265.4225
HOUSEHOLD Surface Cleaners Stick 839,Surface Cleaners,42001060_0026,0026_0001,0001_F001006370,282398.1338
HOUSEHOLD Surface Cleaners Stick 839,Surface Cleaners,42001060_0026,0026_0001,0001_F001006370,47066.35563
HOUSEHOLD Surface Cleaners Clamshell 94,Surface Cleaners,42008505_0217,0217_0001,0001_F001006370,735443.0215
HOUSEHOLD Surface Cleaners Clamshell 94,Surface Cleaners,42008505_0217,0217_0001,0001_F001006370,1225738.369
HOUSEHOLD Surface Cleaners Clamshell 96,Surface Cleaners,42008505_0217,0217_0001,0001_F001006370,763733.3274
HOUSEHOLD Surface Cleaners Stick 99,Surface Cleaners,42001113_0217,0217_0001,0001_F001006370,707363.0825
HOUSEHOLD Surface Cleaners Stick 99,Surface Cleaners,42001113_0217,0217_0001,0001_F001006370,1237885.394
HOUSEHOLD Surface Cleaners Stick 99,Surface Cleaners,42001113_0217,0217_0001,0001_F001006370,176840.7706
HOUSEHOLD Surface Cleaners Clamshell 109,Surface Cleaners,42009314_0217,0217_0001,0001_F001006370,376609.5668
HOUSEHOLD Surface Cleaners Clamshell 109,Surface Cleaners,42009314_0217,0217_0001,0001_F001006370,1129828.7
HOUSEHOLD Surface Cleaners Clamshell 123,Surface Cleaners,42009314_0217,0217_0001,0001_F001006370,682090.9535
HOUSEHOLD Surface Cleaners Clamshell 144,Surface Cleaners,42002479_0217,0217_0001,0001_F001006370,292996.7048
HOUSEHOLD Surface Cleaners Clamshell 144,Surface Cleaners,42002479_0217,0217_0001,0001_F001006370,585993.4095
HOUSEHOLD Surface Cleaners Clamshell 175,Surface Cleaners,42002479_0217,0217_0001,0001_F001006370,1804964.634
HOUSEHOLD Surface Cleaners Clamshell 969,Surface Cleaners,Z10844_0217,0217_0001,0001_F001006370,201237.8098
HOUSEHOLD Surface Cleaners Clamshell 969,Surface Cleaners,Z10844_0217,0217_0001,0001_F001006370,301856.7146
CHECK OUT ITEMS Magazine Bag 545,Magazine,42007313_0217,0217_0001,0001_F001006370,50637.82439
CHECK OUT ITEMS Magazine Bag 545,Magazine,42007313_0217,0217_0001,0001_F001006370,86807.69896
CHECK OUT ITEMS Magazine Bag 545,Magazine,42007313_0217,0217_0001,0001_F001006370,78126.92906
CHECK OUT ITEMS Magazine Bag 594,Magazine,42003629_0217,0217_0001,0001_F001006370,223800.0002
CHECK OUT ITEMS Magazine Bag 594,Magazine,42003629_0217,0217_0001,0001_F001006370,127885.7144
CHECK OUT ITEMS Magazine Bag 636,Magazine,Z3631_0217,0217_0001,0001_F001006370,84210.84444
CHECK OUT ITEMS Magazine Bag 636,Magazine,Z3631_0217,0217_0001,0001_F001006370,112281.1259
CHECK OUT ITEMS Magazine Bag 636,Magazine,Z3631_0217,0217_0001,0001_F001006370,112281.1259
BEVERAGES Sparkling Water Carton Box 2,Sparkling Water,Z4171_0235,0235_0001,0001_F001006370,63535.26332
BEVERAGES Sparkling Water Carton Box 2,Sparkling Water,Z4171_0235,0235_0001,0001_F001006370,63535.26332
BEVERAGES Sparkling Water Carton Box 2,Sparkling Water,Z4171_0235,0235_0001,0001_F001006370,63535.26332
CHECK OUT ITEMS Magazine Carton Box 2,Magazine,Z12913_0235,0235_0001,0001_F001006370,239853.2391
CHECK OUT ITEMS Magazine Carton Box 2,Magazine,Z12913_0235,0235_0001,0001_F001006370,119926.6196
CHECK OUT ITEMS Magazine Carton Box 2,Magazine,Z12913_0235,0235_0001,0001_F001006370,149908.2745
PERSONAL CARE Toothpaste Tub 71,Toothpaste,42007284_0235,0235_0001,0001_F001006370,130895.9071
PERSONAL CARE Toothpaste Tub 71,Toothpaste,42007284_0235,0235_0001,0001_F001006370,130895.9071
PERSONAL CARE Toothpaste Tub 71,Toothpaste,42007284_0235,0235_0001,0001_F001006370,157075.0885
PERSONAL CARE Toothpaste Carton Box 33,Toothpaste,42009304_0235,0235_0001,0001_F001006370,233679.4261
PERSONAL CARE Toothpaste Carton Box 33,Toothpaste,42009304_0235,0235_0001,0001_F001006370,155786.2841
PERSONAL CARE Toothpaste Carton Box 33,Toothpaste,42009304_0235,0235_0001,0001_F001006370,233679.4261
PERSONAL CARE Toothpaste Tub 200,Toothpaste,42001980_0235,0235_0001,0001_F001006370,318138.9516
PERSONAL CARE Toothpaste Tub 200,Toothpaste,42001980_0235,0235_0001,0001_F001006370,294278.5302
PERSONAL CARE Toothpaste Tub 200,Toothpaste,42001980_0235,0235_0001,0001_F001006370,318138.9516
INTERNATIONAL CONDIMENTS Mexican Salsa Trigger Spray 1,Mexican Salsa,Z3551_0235,0235_0001,0001_F001006370,34003.76293
INTERNATIONAL CONDIMENTS Mexican Salsa Trigger Spray 1,Mexican Salsa,Z3551_0235,0235_0001,0001_F001006370,34003.76293
INTERNATIONAL CONDIMENTS Mexican Salsa Trigger Spray 1,Mexican Salsa,Z3551_0235,0235_0001,0001_F001006370,68007.52586
PERSONAL CARE Toothpaste Carton Box 68,Toothpaste,42001117_0235,0235_0001,0001_F001006370,35254.90828
PERSONAL CARE Toothpaste Carton Box 68,Toothpaste,42001117_0235,0235_0001,0001_F001006370,52882.36242
PERSONAL CARE Toothpaste Carton Box 68,Toothpaste,42001117_0235,0235_0001,0001_F001006370,37773.11602
INTERNATIONAL CONDIMENTS Mexican Salsa Tub 2,Mexican Salsa,42009311_0235,0235_0001,0001_F001006370,181787.8263
INTERNATIONAL CONDIMENTS Mexican Salsa Tub 2,Mexican Salsa,42009311_0235,0235_0001,0001_F001006370,272681.7394
INTERNATIONAL CONDIMENTS Mexican Salsa Tub 2,Mexican Salsa,42009311_0235,0235_0001,0001_F001006370,181787.8263
INTERNATIONAL CONDIMENTS Mexican Salsa Trigger Spray 34,Mexican Salsa,42001160_0235,0235_0001,0001_F001006370,0
CONDIMENTS Olive Oil Carton Box 188,Olive Oil,42005369_0235,0235_0001,0001_F001006370,85674.87404
CONDIMENTS Olive Oil Carton Box 188,Olive Oil,42005369_0235,0235_0001,0001_F001006370,342699.4962
CONDIMENTS Olive Oil Carton Box 188,Olive Oil,42005369_0235,0235_0001,0001_F001006370,257024.6221
PERSONAL CARE Toothpaste Trigger Spray 28,Toothpaste,42002033_0235,0235_0001,0001_F001006370,171063.9708
PERSONAL CARE Toothpaste Trigger Spray 28,Toothpaste,42002033_0235,0235_0001,0001_F001006370,85531.9854
PERSONAL CARE Toothpaste Trigger Spray 28,Toothpaste,42002033_0235,0235_0001,0001_F001006370,85531.9854
FROZEN Frozen Pizza Tub 1,Frozen Pizza,42002070_0235,0235_0001,0001_F001006370,200719.2842
FROZEN Frozen Pizza Tub 1,Frozen Pizza,42002070_0235,0235_0001,0001_F001006370,267625.7123
FROZEN Frozen Pizza Tub 1,Frozen Pizza,42002070_0235,0235_0001,0001_F001006370,334532.1403
PERSONAL CARE Toothpaste Tub 847,Toothpaste,42001953_0235,0235_0001,0001_F001006370,749242.0231
PERSONAL CARE Toothpaste Tub 847,Toothpaste,42001953_0235,0235_0001,0001_F001006370,83249.11368
PERSONAL CARE Toothpaste Tub 852,Toothpaste,42001953_0235,0235_0001,0001_F001006370,202241.8722
CONDIMENTS Olive Oil Bag 15,Olive Oil,42001771_0241,0241_0001,0001_F001006370,284206.4499
CONDIMENTS Olive Oil Bag 15,Olive Oil,42001771_0241,0241_0001,0001_F001006370,365408.2927
CONDIMENTS Olive Oil Bag 15,Olive Oil,42001771_0241,0241_0001,0001_F001006370,446610.1356
FROZEN Ice Cream Tub 115,Ice Cream,42001829_0241,0241_0001,0001_F001006370,224929.8215
FROZEN Ice Cream Tub 115,Ice Cream,42001829_0241,0241_0001,0001_F001006370,234709.379
FROZEN Ice Cream Tub 115,Ice Cream,42001829_0241,0241_0001,0001_F001006370,283607.1663
CONDIMENTS Olive Oil Bag 661,Olive Oil,42001766_0241,0241_0001,0001_F001006370,60468.33632
CONDIMENTS Olive Oil Bag 661,Olive Oil,42001766_0241,0241_0001,0001_F001006370,60468.33632
CONDIMENTS Olive Oil Bag 661,Olive Oil,42001766_0241,0241_0001,0001_F001006370,120936.6726
DAIRY Butter Bag 383,Butter,42007313_0241,0241_0001,0001_F001006370,90699.1188
DAIRY Butter Bag 384,Butter,42007313_0241,0241_0001,0001_F001006370,135118.8133
DAIRY Butter Bag 384,Butter,42007313_0241,0241_0001,0001_F001006370,583996.1263
DAIRY Butter Bag 896,Butter,Z10198_0241,0241_0001,0001_F001006370,61755.81962
DAIRY Butter Bag 896,Butter,Z10198_0241,0241_0001,0001_F001006370,123511.6392
DAIRY Butter Bag 896,Butter,Z10198_0241,0241_0001,0001_F001006370,579250.2894
DAIRY Butter Pod 11,Butter,42003359_0241,0241_0001,0001_F001006370,513983.8707
DAIRY Butter Pod 12,Butter,42003359_0241,0241_0001,0001_F001006370,205967.3634
DAIRY Butter Pod 12,Butter,42003359_0241,0241_0001,0001_F001006370,41193.47267
BEVERAGES Sparkling Water Tub 6,Sparkling Water,Z10180_0241,0241_0001,0001_F001006370,160402.0728
BEVERAGES Sparkling Water Tub 6,Sparkling Water,Z10180_0241,0241_0001,0001_F001006370,200502.591
BEVERAGES Sparkling Water Tub 6,Sparkling Water,Z10180_0241,0241_0001,0001_F001006370,160402.0728
FROZEN Ice Cream Tub 168,Ice Cream,42001538_0241,0241_0001,0001_F001006370,870625.2638
FROZEN Ice Cream Tub 168,Ice Cream,42001538_0241,0241_0001,0001_F001006370,1469180.133
FROZEN Ice Cream Tub 168,Ice Cream,42001538_0241,0241_0001,0001_F001006370,1578008.291
DAIRY Butter Bag 1,Butter,42007313_0247,0247_0001,0001_F001006370,11047.51775
DAIRY Butter Bag 1,Butter,42007313_0247,0247_0001,0001_F001006370,33142.55326
DAIRY Butter Bag 1,Butter,42007313_0247,0247_0001,0001_F001006370,308409.8706
DAIRY Butter Carton Box 2,Butter,42009304_0247,0247_0001,0001_F001006370,113167.3051
DAIRY Butter Carton Box 2,Butter,42009304_0247,0247_0001,0001_F001006370,264057.0452
DAIRY Butter Carton Box 2,Butter,42009304_0247,0247_0001,0001_F001006370,113167.3051
SNACKS Chips Bag 258,Chips,Z3631_0247,0247_0001,0001_F001006370,680935.1682
SNACKS Chips Bag 258,Chips,Z3631_0247,0247_0001,0001_F001006370,778211.6208
SNACKS Chips Bag 258,Chips,Z3631_0247,0247_0001,0001_F001006370,826849.8471
PERSONAL CARE Toothpaste Carton Box 4,Toothpaste,42001117_0247,0247_0001,0001_F001006370,131859.3191
PERSONAL CARE Toothpaste Carton Box 4,Toothpaste,42001117_0247,0247_0001,0001_F001006370,210974.9106
PERSONAL CARE Toothpaste Carton Box 4,Toothpaste,42001117_0247,0247_0001,0001_F001006370,184603.0468
FROZEN Frozen Pizza Bag 35,Frozen Pizza,42007245_0247,0247_0001,0001_F001006370,208494.1649
FROZEN Frozen Pizza Bag 35,Frozen Pizza,42007245_0247,0247_0001,0001_F001006370,227448.1799
FROZEN Frozen Pizza Bag 35,Frozen Pizza,42007245_0247,0247_0001,0001_F001006370,246402.1949
HOUSEHOLD Surface Cleaners Bag 4,Surface Cleaners,Z10685_0247,0247_0001,0001_F001006370,471527.9295
HOUSEHOLD Surface Cleaners Bag 4,Surface Cleaners,Z10685_0247,0247_0001,0001_F001006370,550115.9178
HOUSEHOLD Surface Cleaners Bag 4,Surface Cleaners,Z10685_0247,0247_0001,0001_F001006370,628703.9061
SNACKS Chips Bag 1082,Chips,42008902_0247,0247_0001,0001_F001006370,401030.2381
SNACKS Chips Bag 1082,Chips,42008902_0247,0247_0001,0001_F001006370,401030.2381
SNACKS Chips Bag 1082,Chips,42008902_0247,0247_0001,0001_F001006370,401030.2381
CONDIMENTS Olive Oil Carton Box 55,Olive Oil,42005369_0247,0247_0001,0001_F001006370,52168.96224
CONDIMENTS Olive Oil Carton Box 80,Olive Oil,42005369_0247,0247_0001,0001_F001006370,128718.2833
CONDIMENTS Olive Oil Carton Box 80,Olive Oil,42005369_0247,0247_0001,0001_F001006370,514873.133
DAIRY Butter Carton Box 170,Butter,Z4171_0247,0247_0001,0001_F001006370,187168.4479
DAIRY Butter Carton Box 170,Butter,Z4171_0247,0247_0001,0001_F001006370,133691.7485
DAIRY Butter Carton Box 170,Butter,Z4171_0247,0247_0001,0001_F001006370,133691.7485
SNACKS Chips Bag 155,Chips,42008902_0009,0009_0001,0001_F001006371,14478.3519
SNACKS Chips Bag 155,Chips,42008902_0009,0009_0001,0001_F001006371,4826.117299
SNACKS Chips Bag 155,Chips,42008902_0009,0009_0001,0001_F001006371,33782.82109
FROZEN Frozen Pizza Bag 22,Frozen Pizza,42007245_0009,0009_0001,0001_F001006371,29078.39783
FROZEN Frozen Pizza Bag 22,Frozen Pizza,42007245_0009,0009_0001,0001_F001006371,6750.342353
FROZEN Frozen Pizza Bag 22,Frozen Pizza,42007245_0009,0009_0001,0001_F001006371,28039.88362
CONDIMENTS Olive Oil Bag 129,Olive Oil,42001967_0024,0024_0001,0001_F001006371,411.7840564
CONDIMENTS Olive Oil Bag 129,Olive Oil,42001967_0024,0024_0001,0001_F001006371,411.7840564
CONDIMENTS Olive Oil Bag 129,Olive Oil,42001967_0024,0024_0001,0001_F001006371,4117.840564
HOUSEHOLD Surface Cleaners Clamshell 94,Surface Cleaners,42008505_0217,0217_0001,0001_F001006371,12585.70647
HOUSEHOLD Surface Cleaners Clamshell 94,Surface Cleaners,42008505_0217,0217_0001,0001_F001006371,14774.52499
HOUSEHOLD Surface Cleaners Clamshell 96,Surface Cleaners,42008505_0217,0217_0001,0001_F001006371,19408.05846
HOUSEHOLD Surface Cleaners Stick 99,Surface Cleaners,42001113_0217,0217_0001,0001_F001006371,61894.26972
HOUSEHOLD Surface Cleaners Stick 99,Surface Cleaners,42001113_0217,0217_0001,0001_F001006371,8842.038531
HOUSEHOLD Surface Cleaners Stick 100,Surface Cleaners,42001113_0217,0217_0001,0001_F001006371,55280.94711
HOUSEHOLD Surface Cleaners Clamshell 123,Surface Cleaners,42009314_0217,0217_0001,0001_F001006371,18982.12301
HOUSEHOLD Surface Cleaners Clamshell 123,Surface Cleaners,42009314_0217,0217_0001,0001_F001006371,31636.87168
HOUSEHOLD Surface Cleaners Clamshell 123,Surface Cleaners,42009314_0217,0217_0001,0001_F001006371,2530.949735
HOUSEHOLD Surface Cleaners Clamshell 175,Surface Cleaners,42002479_0217,0217_0001,0001_F001006371,30975.73815
HOUSEHOLD Surface Cleaners Clamshell 175,Surface Cleaners,42002479_0217,0217_0001,0001_F001006371,66974.56897
HOUSEHOLD Surface Cleaners Clamshell 175,Surface Cleaners,42002479_0217,0217_0001,0001_F001006371,4185.91056
